Age,AgeGroup,Department,JobRole,Gender,MaritalStatus,OverTime,MonthlyIncome,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,YearsAtCompany,YearsSinceLastPromotion,TotalWorkingYears,JobLevel,BusinessTravel,Attrition,AttritionBinary,Cluster,ClusterLabel
34,26-35,Human Resources,Human Resources,Male,Married,No,4490,2,3,4,2,10,1,14,2,Travel_Frequently,No,0,1,Loyal Mid-Career
35,26-35,Research & Development,Research Scientist,Male,Married,Yes,3506,3,3,3,3,3,2,4,1,Travel_Rarely,No,0,2,Burnt-Out & Overworked
42,36-45,Research & Development,Research Scientist,Female,Married,Yes,2372,2,2,3,4,1,0,18,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
43,36-45,Sales,Sales Executive,Female,Single,No,10231,4,4,4,2,21,15,23,3,Travel_Rarely,No,0,0,Stable Senior
36,36-45,Research & Development,Manufacturing Director,Female,Single,Yes,5410,2,3,3,3,16,5,18,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
44,36-45,Research & Development,Healthcare Representative,Female,Married,No,7978,4,1,3,3,10,0,10,3,Travel_Rarely,Yes,1,1,Loyal Mid-Career
28,26-35,Research & Development,Laboratory Technician,Male,Married,Yes,3867,4,4,3,2,2,2,2,1,Travel_Frequently,No,0,2,Burnt-Out & Overworked
51,46-55,Research & Development,Laboratory Technician,Female,Single,No,2838,3,2,2,2,7,7,8,1,Travel_Frequently,No,0,1,Loyal Mid-Career
30,26-35,Research & Development,Manufacturing Director,Female,Single,Yes,4695,3,3,3,3,8,1,10,2,Non-Travel,No,0,2,Burnt-Out & Overworked
29,26-35,Research & Development,Laboratory Technician,Female,Divorced,Yes,3339,3,2,3,3,7,7,10,1,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
28,26-35,Research & Development,Research Scientist,Male,Single,No,2080,1,4,2,3,3,1,5,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
25,18-25,Research & Development,Research Scientist,Female,Single,No,2096,2,4,2,3,2,2,2,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
32,26-35,Sales,Sales Executive,Male,Married,No,6209,4,3,4,4,10,0,10,2,Travel_Rarely,No,0,1,Loyal Mid-Career
45,36-45,Research & Development,Manager,Female,Single,No,18061,2,2,3,3,0,0,22,5,Travel_Frequently,No,0,0,Stable Senior
39,36-45,Research & Development,Manager,Female,Divorced,Yes,17123,2,3,3,2,19,15,21,4,Travel_Rarely,No,0,0,Stable Senior
58,56-65,Research & Development,Research Scientist,Male,Divorced,No,2372,3,1,3,3,2,2,2,1,Travel_Rarely,No,0,1,Loyal Mid-Career
32,26-35,Research & Development,Laboratory Technician,Male,Married,No,4883,3,4,3,3,10,1,10,2,Travel_Rarely,Yes,1,1,Loyal Mid-Career
39,36-45,Research & Development,Research Scientist,Male,Single,No,3904,1,3,3,3,5,0,6,1,Travel_Rarely,Yes,1,3,At-Risk Mid-Level
30,26-35,Research & Development,Laboratory Technician,Female,Married,No,4627,4,1,3,2,9,6,10,2,Travel_Rarely,No,0,1,Loyal Mid-Career
36,36-45,Research & Development,Healthcare Representative,Female,Married,No,7094,3,4,3,3,7,1,10,3,Travel_Rarely,No,0,1,Loyal Mid-Career
46,46-55,Human Resources,Human Resources,Female,Single,No,3423,1,4,4,3,7,5,10,1,Travel_Rarely,No,0,1,Loyal Mid-Career
28,26-35,Research & Development,Laboratory Technician,Female,Married,No,6674,4,3,3,1,9,7,10,2,Non-Travel,No,0,1,Loyal Mid-Career
50,46-55,Research & Development,Research Director,Female,Married,Yes,16880,1,4,3,3,3,1,25,4,Travel_Rarely,No,0,0,Stable Senior
40,36-45,Sales,Sales Executive,Male,Single,Yes,9094,2,4,3,2,5,1,9,3,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
52,46-55,Sales,Sales Executive,Male,Single,Yes,8446,2,2,2,3,8,7,10,3,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
30,26-35,Research & Development,Manager,Female,Married,Yes,11916,1,2,3,3,9,0,9,3,Travel_Rarely,No,0,2,Burnt-Out & Overworked
39,36-45,Research & Development,Manufacturing Director,Male,Single,No,4534,3,1,3,3,8,1,9,2,Travel_Rarely,No,0,1,Loyal Mid-Career
31,26-35,Sales,Sales Executive,Female,Divorced,Yes,9852,3,4,2,3,10,9,10,3,Non-Travel,No,0,2,Burnt-Out & Overworked
41,36-45,Sales,Sales Executive,Male,Single,No,6151,2,3,3,1,19,11,19,2,Non-Travel,No,0,1,Loyal Mid-Career
31,26-35,Sales,Sales Representative,Female,Single,Yes,2302,2,4,4,3,3,2,3,1,Travel_Frequently,Yes,1,2,Burnt-Out & Overworked
44,36-45,Research & Development,Laboratory Technician,Male,Married,No,2362,1,1,4,3,3,1,10,1,Travel_Rarely,Yes,1,1,Loyal Mid-Career
42,36-45,Research & Development,Manager,Male,Married,Yes,17861,3,3,2,3,20,2,21,4,Non-Travel,No,0,0,Stable Senior
55,46-55,Research & Development,Manager,Female,Married,No,19187,3,4,3,1,19,9,23,5,Travel_Rarely,No,0,0,Stable Senior
56,56-65,Human Resources,Manager,Male,Single,No,19717,2,4,3,3,7,7,36,5,Travel_Rarely,No,0,0,Stable Senior
40,36-45,Research & Development,Research Scientist,Male,Divorced,No,3544,3,3,3,3,4,0,6,1,Non-Travel,No,0,3,At-Risk Mid-Level
34,26-35,Research & Development,Healthcare Representative,Male,Divorced,No,8500,4,4,2,3,9,1,10,3,Travel_Rarely,No,0,1,Loyal Mid-Career
40,36-45,Research & Development,Research Scientist,Male,Single,No,4661,4,3,3,3,9,8,9,2,Travel_Rarely,No,0,1,Loyal Mid-Career
41,36-45,Sales,Sales Executive,Female,Divorced,No,4103,1,3,3,3,9,1,10,2,Travel_Frequently,No,0,1,Loyal Mid-Career
35,26-35,Research & Development,Research Scientist,Male,Single,Yes,4249,3,3,3,3,9,1,9,2,Travel_Frequently,No,0,2,Burnt-Out & Overworked
51,46-55,Human Resources,Manager,Male,Divorced,Yes,14026,2,3,3,3,33,0,33,4,Travel_Rarely,No,0,0,Stable Senior
38,36-45,Sales,Sales Executive,Female,Divorced,No,6893,1,2,3,3,7,1,11,2,Travel_Rarely,No,0,1,Loyal Mid-Career
34,26-35,Sales,Sales Executive,Female,Single,No,6125,1,3,4,3,10,9,10,2,Travel_Rarely,No,0,1,Loyal Mid-Career
25,18-25,Research & Development,Laboratory Technician,Male,Married,No,3669,4,4,2,3,3,1,7,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
58,56-65,Research & Development,Manufacturing Director,Female,Married,Yes,10008,1,3,2,2,10,5,31,3,Travel_Rarely,Yes,1,0,Stable Senior
40,36-45,Research & Development,Laboratory Technician,Male,Married,No,2387,2,2,3,3,4,0,7,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
36,36-45,Sales,Sales Executive,Female,Married,No,4639,1,1,2,4,15,6,17,2,Travel_Frequently,No,0,1,Loyal Mid-Career
48,46-55,Research & Development,Manufacturing Director,Male,Single,No,7898,4,4,3,3,10,0,11,3,Travel_Rarely,No,0,1,Loyal Mid-Career
27,26-35,Sales,Sales Representative,Female,Married,No,2534,4,3,3,4,1,0,5,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
51,46-55,Research & Development,Manufacturing Director,Female,Single,No,13142,2,4,2,2,5,0,29,4,Travel_Rarely,No,0,0,Stable Senior
18,,Research & Development,Laboratory Technician,Female,Single,No,1611,4,4,4,3,0,0,0,1,Non-Travel,No,0,3,At-Risk Mid-Level
35,26-35,Research & Development,Laboratory Technician,Female,Married,No,5363,4,4,3,2,9,0,10,2,Travel_Rarely,No,0,1,Loyal Mid-Career
27,26-35,Sales,Sales Executive,Male,Single,No,5071,4,4,3,1,6,0,8,2,Travel_Frequently,No,0,3,At-Risk Mid-Level
55,46-55,Sales,Sales Executive,Male,Single,Yes,13695,3,1,2,4,19,3,24,4,Travel_Rarely,Yes,1,0,Stable Senior
56,56-65,Research & Development,Manufacturing Director,Male,Married,Yes,13402,2,4,3,3,19,15,33,4,Travel_Rarely,No,0,0,Stable Senior
34,26-35,Research & Development,Research Scientist,Female,Divorced,No,2029,3,1,3,2,5,0,5,1,Non-Travel,No,0,3,At-Risk Mid-Level
40,36-45,Research & Development,Healthcare Representative,Female,Divorced,No,6377,3,2,3,4,12,11,15,2,Travel_Rarely,No,0,1,Loyal Mid-Career
34,26-35,Research & Development,Laboratory Technician,Male,Married,No,5429,3,2,3,3,8,7,10,2,Travel_Rarely,No,0,1,Loyal Mid-Career
31,26-35,Sales,Sales Representative,Female,Single,No,2785,4,3,4,2,1,0,3,1,Travel_Frequently,Yes,1,3,At-Risk Mid-Level
35,26-35,Sales,Sales Executive,Female,Married,Yes,4614,3,4,2,3,4,3,5,2,Travel_Frequently,Yes,1,2,Burnt-Out & Overworked
38,36-45,Research & Development,Research Scientist,Male,Divorced,No,2610,3,4,3,4,4,0,4,1,Travel_Frequently,No,0,3,At-Risk Mid-Level
34,26-35,Research & Development,Healthcare Representative,Female,Single,No,6687,4,3,4,3,14,4,14,2,Travel_Rarely,No,0,1,Loyal Mid-Career
28,26-35,Sales,Sales Executive,Male,Married,No,4724,1,3,3,2,5,0,5,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
31,26-35,Research & Development,Manufacturing Director,Male,Married,Yes,6179,3,4,2,3,10,6,10,2,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
39,36-45,Sales,Sales Executive,Male,Married,Yes,6120,4,1,4,2,5,1,8,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
51,46-55,Sales,Sales Executive,Male,Married,No,10596,2,2,3,3,4,3,14,3,Travel_Frequently,No,0,1,Loyal Mid-Career
41,36-45,Research & Development,Research Scientist,Female,Divorced,Yes,5467,4,4,2,3,6,3,12,2,Travel_Frequently,No,0,2,Burnt-Out & Overworked
37,36-45,Research & Development,Research Scientist,Male,Married,Yes,2996,3,3,3,3,6,1,8,1,Travel_Rarely,No,0,2,Burnt-Out & Overworked
33,26-35,Sales,Sales Executive,Male,Married,No,9998,4,2,4,3,5,1,8,2,Travel_Frequently,No,0,1,Loyal Mid-Career
32,26-35,Sales,Sales Executive,Male,Married,Yes,4078,2,3,2,3,3,1,4,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
39,36-45,Research & Development,Healthcare Representative,Male,Married,No,10920,3,3,3,3,6,0,13,3,Non-Travel,No,0,1,Loyal Mid-Career
25,18-25,Sales,Sales Executive,Male,Married,No,6232,3,1,2,4,3,1,6,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
52,46-55,Research & Development,Manufacturing Director,Female,Married,Yes,13247,3,4,2,4,5,0,24,4,Travel_Frequently,No,0,0,Stable Senior
43,36-45,Research & Development,Research Scientist,Female,Single,Yes,4081,3,1,1,2,20,1,20,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
27,26-35,Sales,Sales Executive,Female,Married,Yes,5769,4,4,3,2,6,4,6,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
27,26-35,Research & Development,Research Scientist,Female,Single,Yes,2394,3,4,3,3,8,7,8,1,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
26,26-35,Research & Development,Research Scientist,Male,Single,No,3904,4,1,3,2,4,1,5,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
42,36-45,Human Resources,Manager,Female,Married,No,16799,1,3,3,3,20,0,21,4,Travel_Rarely,No,0,0,Stable Senior
52,46-55,Research & Development,Laboratory Technician,Female,Married,No,2950,1,3,1,3,5,0,12,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
37,36-45,Research & Development,Laboratory Technician,Female,Single,No,3629,3,1,3,3,3,0,8,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
35,26-35,Research & Development,Manufacturing Director,Male,Single,No,9362,4,3,3,3,2,2,10,3,Travel_Frequently,No,0,1,Loyal Mid-Career
25,18-25,Research & Development,Laboratory Technician,Male,Married,No,3229,4,1,2,3,3,0,7,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
26,26-35,Research & Development,Laboratory Technician,Male,Single,No,3578,1,3,3,4,7,0,8,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
29,26-35,Human Resources,Human Resources,Male,Single,No,7988,1,2,2,2,10,0,10,3,Travel_Rarely,No,0,3,At-Risk Mid-Level
49,46-55,Research & Development,Laboratory Technician,Male,Single,No,4284,1,1,3,2,4,1,20,2,Travel_Frequently,Yes,1,1,Loyal Mid-Career
29,26-35,Research & Development,Healthcare Representative,Female,Single,Yes,7553,4,3,3,3,8,7,9,3,Travel_Frequently,Yes,1,2,Burnt-Out & Overworked
54,46-55,Research & Development,Research Director,Female,Single,No,17328,4,4,2,3,20,12,29,4,Travel_Rarely,No,0,0,Stable Senior
58,56-65,Research & Development,Research Director,Female,Married,Yes,19701,1,4,3,3,9,1,32,5,Travel_Rarely,No,0,0,Stable Senior
55,46-55,Research & Development,Research Director,Male,Divorced,No,14732,4,2,4,4,7,0,31,4,Travel_Rarely,No,0,0,Stable Senior
36,36-45,Sales,Sales Executive,Female,Single,Yes,9278,2,1,3,3,5,0,15,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
31,26-35,Sales,Sales Representative,Female,Single,No,1359,3,2,3,1,1,0,1,1,Travel_Frequently,Yes,1,3,At-Risk Mid-Level
30,26-35,Sales,Sales Executive,Female,Divorced,No,4779,1,4,3,3,3,0,8,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
31,26-35,Research & Development,Research Director,Female,Single,No,16422,2,1,4,3,3,1,9,4,Travel_Rarely,No,0,1,Loyal Mid-Career
34,26-35,Research & Development,Research Scientist,Male,Divorced,No,2996,1,4,3,3,4,1,10,1,Travel_Frequently,No,0,3,At-Risk Mid-Level
31,26-35,Research & Development,Research Scientist,Female,Single,No,1261,2,1,4,2,1,0,1,1,Travel_Rarely,Yes,1,3,At-Risk Mid-Level
27,26-35,Research & Development,Laboratory Technician,Male,Married,No,2099,1,2,4,3,5,1,6,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
36,36-45,Research & Development,Laboratory Technician,Male,Single,No,5810,4,1,2,2,10,1,10,2,Travel_Rarely,No,0,1,Loyal Mid-Career
36,36-45,Sales,Sales Executive,Female,Married,No,5647,1,3,2,2,3,0,11,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
47,46-55,Research & Development,Research Scientist,Male,Married,No,3420,4,1,2,3,6,1,17,1,Travel_Rarely,No,0,1,Loyal Mid-Career
25,18-25,Sales,Sales Representative,Male,Married,No,4400,1,1,3,2,3,2,6,1,Travel_Rarely,Yes,1,3,At-Risk Mid-Level
37,36-45,Research & Development,Laboratory Technician,Male,Single,No,3500,3,3,1,4,6,1,7,1,Non-Travel,No,0,3,At-Risk Mid-Level
56,56-65,Research & Development,Research Scientist,Female,Married,No,2066,1,1,4,3,3,1,5,1,Travel_Rarely,No,0,1,Loyal Mid-Career
47,46-55,Research & Development,Research Director,Female,Married,No,17169,3,1,4,3,20,5,26,4,Travel_Rarely,No,0,0,Stable Senior
24,18-25,Sales,Sales Executive,Female,Married,Yes,4162,3,4,3,3,5,0,5,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
32,26-35,Sales,Sales Executive,Male,Married,No,9204,4,4,2,3,4,0,7,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
34,26-35,Research & Development,Laboratory Technician,Female,Married,No,3294,2,4,2,2,5,0,7,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
41,36-45,Research & Development,Research Scientist,Male,Married,Yes,2127,3,2,2,4,4,0,7,1,Travel_Rarely,No,0,2,Burnt-Out & Overworked
40,36-45,Research & Development,Laboratory Technician,Male,Divorced,No,3975,3,3,4,3,8,0,11,2,Non-Travel,No,0,1,Loyal Mid-Career
31,26-35,Sales,Sales Executive,Male,Divorced,No,10793,4,1,3,3,13,9,13,3,Travel_Rarely,No,0,1,Loyal Mid-Career
46,46-55,Sales,Sales Executive,Male,Divorced,No,10096,4,1,4,3,7,4,28,3,Travel_Rarely,Yes,1,1,Loyal Mid-Career
39,36-45,Research & Development,Laboratory Technician,Female,Single,Yes,3646,1,1,4,2,1,0,11,1,Non-Travel,Yes,1,2,Burnt-Out & Overworked
31,26-35,Research & Development,Manufacturing Director,Female,Single,No,7446,2,3,3,4,10,4,10,3,Travel_Frequently,Yes,1,1,Loyal Mid-Career
45,36-45,Research & Development,Healthcare Representative,Male,Divorced,Yes,10851,1,2,3,1,7,0,24,3,Travel_Rarely,No,0,2,Burnt-Out & Overworked
31,26-35,Human Resources,Human Resources,Female,Single,No,2109,2,4,3,4,3,0,8,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
31,26-35,Research & Development,Laboratory Technician,Male,Married,Yes,3722,4,2,1,3,2,2,7,1,Travel_Frequently,Yes,1,2,Burnt-Out & Overworked
45,36-45,Research & Development,Manufacturing Director,Male,Married,Yes,9380,4,2,4,3,3,1,10,3,Travel_Rarely,No,0,2,Burnt-Out & Overworked
48,46-55,Sales,Sales Executive,Male,Divorced,No,5486,1,3,3,3,2,2,15,2,Travel_Rarely,No,0,1,Loyal Mid-Career
34,26-35,Human Resources,Human Resources,Female,Married,No,2742,3,1,3,3,2,2,2,1,Travel_Rarely,Yes,1,3,At-Risk Mid-Level
40,36-45,Research & Development,Research Director,Male,Divorced,No,13757,2,4,3,2,9,4,16,3,Non-Travel,No,0,1,Loyal Mid-Career
28,26-35,Sales,Sales Executive,Male,Single,No,8463,1,4,3,3,5,1,6,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
44,36-45,Research & Development,Laboratory Technician,Male,Single,No,3162,3,3,3,2,5,0,7,1,Non-Travel,No,0,3,At-Risk Mid-Level
53,46-55,Research & Development,Research Director,Male,Single,No,16598,2,4,2,4,9,8,35,4,Travel_Rarely,No,0,0,Stable Senior
49,46-55,Research & Development,Healthcare Representative,Male,Married,No,6651,3,1,2,3,3,1,20,2,Travel_Rarely,No,0,1,Loyal Mid-Career
40,36-45,Research & Development,Research Scientist,Male,Divorced,No,2345,3,3,4,3,3,1,8,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
44,36-45,Research & Development,Research Scientist,Male,Single,No,3420,2,4,2,3,5,1,6,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
33,26-35,Sales,Sales Executive,Male,Married,No,4373,1,4,3,3,4,0,5,2,Travel_Frequently,No,0,3,At-Risk Mid-Level
34,26-35,Sales,Sales Executive,Male,Single,No,4759,1,4,3,1,13,3,15,2,Travel_Rarely,No,0,1,Loyal Mid-Career
30,26-35,Sales,Sales Executive,Male,Married,No,5301,3,4,2,3,2,2,4,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
42,36-45,Research & Development,Laboratory Technician,Female,Single,No,3673,4,1,3,3,12,5,12,1,Travel_Frequently,No,0,1,Loyal Mid-Career
44,36-45,Sales,Sales Executive,Female,Married,No,4768,3,1,2,3,1,0,11,2,Travel_Frequently,No,0,3,At-Risk Mid-Level
30,26-35,Research & Development,Research Scientist,Male,Divorced,No,1274,3,3,2,3,1,0,1,1,Non-Travel,No,0,3,At-Risk Mid-Level
57,56-65,Research & Development,Research Scientist,Male,Married,No,4900,3,2,2,4,12,2,13,2,Travel_Rarely,No,0,1,Loyal Mid-Career
49,46-55,Research & Development,Healthcare Representative,Male,Divorced,No,10466,2,3,3,3,8,0,29,3,Travel_Rarely,No,0,0,Stable Senior
34,26-35,Research & Development,Research Director,Male,Divorced,No,17007,1,2,2,3,14,6,16,4,Travel_Frequently,No,0,0,Stable Senior
28,26-35,Sales,Sales Representative,Male,Married,No,2909,3,1,4,3,3,1,5,1,Travel_Frequently,Yes,1,3,At-Risk Mid-Level
29,26-35,Sales,Sales Executive,Female,Single,No,5765,2,1,1,3,5,0,7,2,Travel_Frequently,Yes,1,3,At-Risk Mid-Level
34,26-35,Sales,Sales Executive,Female,Single,Yes,4599,2,1,4,2,15,10,16,2,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
35,26-35,Sales,Sales Representative,Male,Married,No,2404,3,4,3,3,1,0,1,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
24,18-25,Research & Development,Laboratory Technician,Male,Single,Yes,3172,1,2,2,3,0,0,4,1,Travel_Frequently,Yes,1,2,Burnt-Out & Overworked
24,18-25,Sales,Sales Representative,Female,Married,No,2033,2,4,3,3,1,0,1,1,Non-Travel,No,0,3,At-Risk Mid-Level
44,36-45,Research & Development,Manufacturing Director,Male,Single,Yes,10209,3,2,2,3,2,2,16,3,Travel_Frequently,No,0,2,Burnt-Out & Overworked
29,26-35,Sales,Sales Executive,Male,Divorced,No,8620,3,3,3,2,10,0,10,2,Travel_Rarely,No,0,1,Loyal Mid-Career
30,26-35,Human Resources,Human Resources,Male,Divorced,No,2064,3,3,4,3,5,1,6,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
55,46-55,Research & Development,Healthcare Representative,Male,Married,Yes,4035,3,4,3,3,3,1,4,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
33,26-35,Research & Development,Laboratory Technician,Female,Married,No,3838,2,1,3,2,5,0,8,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
47,46-55,Sales,Sales Executive,Female,Married,Yes,4591,3,3,2,3,5,1,11,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
28,26-35,Research & Development,Laboratory Technician,Male,Single,No,2561,1,3,2,2,0,0,8,1,Travel_Frequently,Yes,1,3,At-Risk Mid-Level
28,26-35,Research & Development,Research Scientist,Male,Divorced,No,1563,3,1,1,2,1,0,1,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
28,26-35,Sales,Sales Executive,Male,Single,No,4898,1,3,3,3,4,1,5,2,Travel_Frequently,No,0,3,At-Risk Mid-Level
49,46-55,Research & Development,Laboratory Technician,Female,Married,No,4789,1,3,3,2,3,1,10,2,Travel_Rarely,No,0,1,Loyal Mid-Career
29,26-35,Research & Development,Laboratory Technician,Female,Married,No,3180,2,4,3,3,3,0,4,1,Travel_Frequently,No,0,3,At-Risk Mid-Level
28,26-35,Research & Development,Manufacturing Director,Male,Married,No,6549,2,3,2,1,8,1,8,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
33,26-35,Research & Development,Healthcare Representative,Male,Single,Yes,6388,3,4,3,3,0,0,14,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
32,26-35,Research & Development,Manager,Male,Single,No,11244,4,3,4,3,5,0,10,3,Travel_Rarely,No,0,1,Loyal Mid-Career
54,46-55,Research & Development,Manager,Female,Divorced,No,16032,4,2,3,3,14,1,26,4,Travel_Frequently,No,0,0,Stable Senior
29,26-35,Research & Development,Research Scientist,Male,Single,No,2362,1,1,1,2,9,0,11,1,Travel_Rarely,Yes,1,3,At-Risk Mid-Level
44,36-45,Research & Development,Research Director,Male,Married,No,16328,1,4,4,3,20,14,24,4,Travel_Rarely,No,0,0,Stable Senior
39,36-45,Research & Development,Manufacturing Director,Female,Single,No,8376,2,2,3,3,2,2,9,3,Travel_Rarely,No,0,1,Loyal Mid-Career
46,46-55,Sales,Manager,Female,Married,No,16606,2,3,4,3,13,5,23,4,Travel_Rarely,No,0,0,Stable Senior
35,26-35,Research & Development,Healthcare Representative,Female,Single,No,8606,2,4,1,2,11,3,11,3,Travel_Rarely,No,0,1,Loyal Mid-Career
23,18-25,Research & Development,Laboratory Technician,Male,Single,No,2272,3,1,3,3,4,1,5,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
40,36-45,Research & Development,Laboratory Technician,Male,Single,No,2018,1,4,1,3,5,1,15,1,Travel_Rarely,Yes,1,3,At-Risk Mid-Level
34,26-35,Sales,Sales Executive,Male,Married,Yes,7083,3,4,3,2,10,8,10,3,Travel_Rarely,No,0,2,Burnt-Out & Overworked
31,26-35,Research & Development,Research Scientist,Female,Single,No,4084,3,4,1,3,7,7,7,1,Travel_Frequently,Yes,1,3,At-Risk Mid-Level
50,46-55,Research & Development,Research Director,Male,Single,Yes,14411,4,3,3,1,32,13,32,4,Travel_Frequently,No,0,0,Stable Senior
34,26-35,Sales,Sales Representative,Male,Married,Yes,2308,3,2,3,3,11,5,12,1,Travel_Rarely,No,0,2,Burnt-Out & Overworked
42,36-45,Research & Development,Laboratory Technician,Male,Married,No,4841,2,3,3,2,1,0,4,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
37,36-45,Research & Development,Research Scientist,Male,Married,No,4285,4,1,3,3,10,3,10,2,Travel_Rarely,No,0,1,Loyal Mid-Career
29,26-35,Research & Development,Healthcare Representative,Female,Married,No,9715,1,3,3,1,7,0,9,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
33,26-35,Research & Development,Manufacturing Director,Male,Single,No,4320,2,4,3,2,5,0,5,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
